代碼,類型,貨號,名稱,已發佈,是特色商品？,目錄的可見度,簡短內容說明,描述,折扣價開始日期,折扣價結束日期,稅金狀態,稅率類別,有庫存？,庫存,低庫存量,允許無庫存下單嗎？,單獨銷售?,"重量 (公斤)","長 (公分)","寬 (公分)","高 (公分)",允許客戶評論嗎？,購買備註,特價,原價,分類,標籤,運送類別,圖片,下載限制,下載點過期天數,上層,組合商品,追加銷售,交叉銷售,外部網址,按鈕文字,位置,"屬性 1 名稱","屬性 1 值","屬性 1 可見","屬性 1 全域","屬性 2 名稱","屬性 2 值","屬性 2 可見","屬性 2 全域","Meta: model","Meta: caryear-start","Meta: caryear-end","Meta: size","Meta: dpi","Meta: oem-no","Meta: gasket-no","Meta: drain-plug","Meta: product-id-old","Meta: has_been_duplicated"
224771,simple,,"MI-234A, MI-234AY - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11597_img_1.jpg,,,,,,,,,0,VEHICLE,MITSUBISHI,1,1,MANUFACTURER,MITSUBISHI,1,1,,,,"2-1/8X25-15/16
(54.5X658.8)",,"MR258668, MR258669",MI-334F,QP-3004,11597,
224772,simple,,"MI-234B, MI-234BY - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11598_img_1.jpg,,,,,,,,,0,VEHICLE,MITSUBISHI,1,1,MANUFACTURER,MITSUBISHI,1,1,,,,"2-1/8X25-15/16
(54.5X658.8)",,"MR239622, MR239623",MI-334F,QP-3004,11598,
224773,simple,,"MI-135, MI-134 - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11599_img_1.jpg,,,,,,,,,0,VEHICLE,MONTERO SPORT,1,1,MANUFACTURER,MITSUBISHI,1,1,3.5,1997,2000,"2-1/8X25-15/16
(54.5X658.8)","2278, 2073","MR-239627, MR239629, MR355474, MN153206, MN153207",MI-334F,,11599,
224774,simple,,"MI-235, MI-235Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11600_img_1.jpg,,,,,,,,,0,VEHICLE,MONTERO SPORT,1,1,MANUFACTURER,MITSUBISHI,1,1,3.5,1997,2000,"2-1/8X25-15/16
(54.5X658.8)",2278,"MR-239627, MR239629, MR355474, MN153206, MN153207",MI-334F,QP-3004,11600,
224775,simple,,MI-136 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11601_img_1.jpg,,,,,,,,,0,VEHICLE,MONTERO,1,1,MANUFACTURER,MITSUBISHI,1,1,3.5L,2001,2002,"1-9/16X28-1/4
(39.5X717.5)","2468, 2752","MN135948, MN135949, MN156102, MR968286, MR993037, MR404864",TO-342S,,11601,
224776,simple,,"MI-236, MI-236Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11602_img_1.jpg,,,,,,,,,0,VEHICLE,MONTERO,1,1,MANUFACTURER,MITSUBISHI,1,1,3.5L,2001,2002,"1-9/16X28-1/4
(39.5X717.5)","2468, 2752","MN135948, MN135949, MN156102, MR968286, MR993037, MR404864",JA-315,QP-3004,11602,
224777,simple,,MI-137 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11604_img_1.jpg,,,,,,,,,0,VEHICLE,VARICA,1,1,MANUFACTURER,MITSUBISHI,1,1,1.2,1999,,"2X10-5/16
(51.5X262.5)",,,MI-337,QP-3001,11604,
224778,simple,,"MI-237, MI-237Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11605_img_1.jpg,,,,,,,,,0,VEHICLE,VARICA,1,1,MANUFACTURER,MITSUBISHI,1,1,1.2,1999,,"2X10-5/16
(51.5X262.5)",,,MI-337,"QP-3020,QP-3007",11605,
224779,simple,,MI-138 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11606_img_1.jpg,,,,,,,,,0,VEHICLE,ECLIPSE,1,1,MANUFACTURER,MITSUBISHI,1,1,4 CYL,2001,2003,"1-7/8X29
(48X736)","2301, 2300, 2405, 2406, 2410, 2433, 2438","MR312229, MR373101, MR385757, MR373098, MR373103, MR373104, MR431144, MR431145, 5017619AA",JA-316,,11606,
224780,simple,,"MI-238, MI-238Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11607_img_1.jpg,,,,,,,,,0,VEHICLE,ECLIPSE,1,1,MANUFACTURER,MITSUBISHI,1,1,4 CYL,2001,2003,"1-7/8X29
(48X736)","2300, 2406, 2433, 2438","MR312293, MR373101, MR373103, MR431144",JA-316,QP-3004,11607,
224781,simple,,MI-238AY - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11608_img_1.jpg,,,,,,,,,0,VEHICLE,ECLIPSE,1,1,MANUFACTURER,MITSUBISHI,1,1,6 CYL,2001,2003,"1-7/8X29
(48X736)","2301, 2405, 2410","MR385757, MR373098, MR431145, 5017619AA",JA-316,QP-3004,11608,
224782,simple,,MI-139 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11609_img_1.jpg,,,,,,,,,0,VEHICLE,GALANT,1,1,MANUFACTURER,MITSUBISHI,1,1,,1994,1998,"1-7/8X29
(48X736)",1838,"MR126088, MR126089, MR127903, MR127904, MR127905",TO-330F,,11609,
224783,simple,,"MI-239, MI-239Y, MI-211, MI-211Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11610_img_1.jpg,,,,,,,,,0,VEHICLE,GALANT,1,1,MANUFACTURER,MITSUBISHI,1,1,,1994,1998,"1-7/8X29
(48X736)",1838,"MR126088, MR126089, MR127903, MR127904, MR127905",TO-330F,"QP-3004,QP-3005X2",11610,
224784,simple,,MI-140 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11612_img_1.jpg,,,,,,,,,0,VEHICLE,GRANDER,1,1,MANUFACTURER,MITSUBISHI,1,1,2.4,2005,2005,"1-7/8X30-1/2
(46.7X775.2)",,,,,11612,
224785,simple,,MI-240 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11613_img_1.jpg,,,,,,,,,0,VEHICLE,GRANDER,1,1,MANUFACTURER,MITSUBISHI,1,1,2.4,2005,2005,"1-7/8X30-1/2
(46.7X775.2)",,,,QP-3020,11613,
224786,simple,,"MI-141, MI-142 - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11615_img_1.jpg,,,,,,,,,0,VEHICLE,L200,1,1,MANUFACTURER,MITSUBISHI,1,1,,1987,2000,"2-3/16X23-3/4
(55.5X603)",,MB356390,HY-304,,11615,
224787,simple,,"MI-241, MI-241Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11616_img_1.jpg,,,,,,,,,0,VEHICLE,L200,1,1,MANUFACTURER,MITSUBISHI,1,1,,1987,2000,"2-3/16X23-3/4
(55.5X603)",,MB356390,HY-304,QP-3004,11616,
224788,simple,,"MI-142, MI-141 - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11617_img_1.jpg,,,,,,,,,0,VEHICLE,L200,1,1,MANUFACTURER,MITSUBISHI,1,1,,1987,2000,"2-3/16X23-3/4
(55.5X603)",,,HY-304,,11617,
224789,simple,,"MI-242, MI-242Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11618_img_1.jpg,,,,,,,,,0,VEHICLE,L200,1,1,MANUFACTURER,MITSUBISHI,1,1,,1987,2000,"2-3/16X23-3/4
(55.5X603)",,,HY-304,QP-3006,11618,
224790,simple,,MI-143 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11619_img_1.jpg,,,,,,,,,0,VEHICLE,LANCER,1,1,MANUFACTURER,MITSUBISHI,1,1,,2003,2006,"2-1/16X28-1/16
(53X713)",2676,"MR464612, MR571067",,,11619,
224791,simple,,"MI-243, MI-243Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11620_img_1.jpg,,,,,,,,,0,VEHICLE,LANCER,1,1,MANUFACTURER,MITSUBISHI,1,1,,2003,2006,"2-1/16X28-1/16
(53X713)",2676,"MR464612, MR571067",,,11620,
224792,simple,,MI-144 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11622_img_1.jpg,,,,,,,,,0,VEHICLE,ENDEAVOR,1,1,MANUFACTURER,MITSUBISHI,1,1,,2004,2006,"1-7/8X30
(48X774.7)","2675, 2842, 2843","MR571067, MN180281, MN180279",JA-315SF,,11622,
224793,simple,,"MI-244, MI-244Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11623_img_1.jpg,,,,,,,,,0,VEHICLE,ENDEAVOR,1,1,MANUFACTURER,MITSUBISHI,1,1,,2004,2005,"1-7/8X30
(48X774.7)",2675,MR571067,JA-315SF,,11623,
224794,simple,,"MI-245, MI-245Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11624_img_1.jpg,,,,,,,,,0,VEHICLE,ECLIPSE,1,1,MANUFACTURER,MITSUBISHI,1,1,,2006,,"1-7/8X30-1/2
(46.7X775.2)","2842, 2843",,,,11624,
224795,simple,,MI-147 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11631_img_1.jpg,,,,,,,,,0,VEHICLE,MIRAGE,1,1,MANUFACTURER,MITSUBISHI,1,1,,1995,1999,"1-13/16X28
(46.4X711.8)",,"MR161985, MR161956, MR161984",SU-304,,11631,
224796,simple,,"MI-247, MI-247Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11632_img_1.jpg,,,,,,,,,0,VEHICLE,MIRAGE,1,1,MANUFACTURER,MITSUBISHI,1,1,,1995,1999,"1-13/16X28
(46.4X711.8)",,"MR161985, MR161956, MR161984",,,11632,
224797,simple,,MI-148 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11633_img_1.jpg,,,,,,,,,0,VEHICLE,COLT,1,1,MANUFACTURER,MITSUBISHI,1,1,,2002,2003,"1-5/16X15-3/4
(32.8X399.5)",,"MN153084, MN178133, MR993323, 1350A038",,QP-3004,11633,
224798,simple,,"MI-248, MI-248Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11634_img_1.jpg,,,,,,,,,0,VEHICLE,COLT,1,1,MANUFACTURER,MITSUBISHI,1,1,,2002,2003,"1-7/8X15-3/4
(47.8X399.5)",,"MN153084, MN178133, MR993323, 1350A038",MA-325F,QP-3001,11634,
224799,simple,,MI-149 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11636_img_1.jpg,,,,,,,,,0,VEHICLE,FREECA VAN,1,1,MANUFACTURER,MITSUBISHI,1,1,,1999,,"1-13/16X24-1/8
(46.5X613)",,,MI-324,,11636,
224800,simple,,"MI-249, MI-249Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11637_img_1.jpg,,,,,,,,,0,VEHICLE,FREECA VAN,1,1,MANUFACTURER,MITSUBISHI,1,1,,1999,,"1-13/16X24-1/8
(46.5X613)",,,MI-324,QP-3004,11637,
224801,simple,,MI-150 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11639_img_1.jpg,,,,,,,,,0,VEHICLE,COLT PLUS,1,1,MANUFACTURER,MITSUBISHI,1,1,1.6,2007,,"1-7/8X15-3/4
(47.8X399.5)",,,,,11639,
224802,simple,,"MI-250, MI-250Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11640_img_1.jpg,,,,,,,,,0,VEHICLE,COLT PLUS,1,1,MANUFACTURER,MITSUBISHI,1,1,1.6,2007,,"1-7/8X15-3/4
(47.8X399.5)",,,MA-325F,"QP-3004,QP-3001",11640,
224803,simple,,MI-151 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11641_img_1.jpg,,,,,,,,,0,VEHICLE,MITSUBISHI,1,1,MANUFACTURER,MITSUBISHI,1,1,,,,"1-7/8X16-7/8
(47.3X428)",,,,,11641,
224804,simple,,"MI-251, MI-251Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11642_img_1.jpg,,,,,,,,,0,VEHICLE,MITSUBISHI,1,1,MANUFACTURER,MITSUBISHI,1,1,,,,"1-7/8X16-7/8
(47.3X428)",,,,"QP-3004,QP-3050",11642,
224805,simple,,MI-153 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11650_img_1.jpg,,,,,,,,,0,VEHICLE,LANCER,1,1,MANUFACTURER,MITSUBISHI,1,1,,2001,2001,"1-7/8X28-3/16
(47.7X716.7)",,,JA-315,,11650,
224806,simple,,"MI-253, MI-253Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11651_img_1.jpg,,,,,,,,,0,VEHICLE,LANCER,1,1,MANUFACTURER,MITSUBISHI,1,1,,2001,2001,"1-7/8X28-3/16
(47.7X716.7)",,,JA-315,QP-3004,11651,
224807,simple,,MI-154 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11653_img_1.jpg,,,,,,,,,0,VEHICLE,ZINGER,1,1,MANUFACTURER,MITSUBISHI,1,1,2.4 A/T,,,"1-13/16X29-1/2
(46.5X749)",,,,,11653,
224808,simple,,"MI-254, MI-254Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11654_img_1.jpg,,,,,,,,,0,VEHICLE,ZINGER,1,1,MANUFACTURER,MITSUBISHI,1,1,2.4 A/T,,,"1-13/16X29-1/2
(46.5X749)",,,,QP-3049,11654,
224809,simple,,"NI-206A, NI-206AY - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11694_img_1.jpg,,,,,,,,,0,VEHICLE,200 SX,1,1,MANUFACTURER,NISSAN,1,1,,1987,1988,"1-13/16X26-5/16
(46.8X668.6)","116, 789",2140031F10,JA-310S,QP-3018,11694,
224810,simple,,"NI-206C, NI-206CY - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11695_img_1.jpg,,,,,,,,,0,VEHICLE,HARDBODY PICKUP,1,1,MANUFACTURER,NISSAN,1,1,,1986,1987,"1-13/16X26-5/16
(46.8X668.6)",1442,"214003G300, 2140010G10, 2140010G11, 2140010G12, 2140031F10, 2140072P00, 2140010G00, 2140063G00, 2140080G00, 2140083G00, 2146010G00",JA-310S,QP-3018,11695,
224811,simple,,NI-107 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11697_img_1.jpg,,,,,,,,,0,VEHICLE,240 SX,1,1,MANUFACTURER,NISSAN,1,1,,1989,1994,"1-7/16X26-5/16
(36X668.6)","45, 46, 1241, 1276, 1441","2141038F00, 2141038F01, 2141038U00, 2141040F11, 2141053F00, 2141053F11, 2141053F01, 2146035F00, 2146040F11",NI-307,,11697,
224812,simple,,"NI-207, NI-207Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11698_img_1.jpg,,,,,,,,,0,VEHICLE,240 SX,1,1,MANUFACTURER,NISSAN,1,1,,1989,1994,"1-13/16X26-5/16
(46.6X668.6)",,"2141038F00, 2141038F01, 2141038U00, 2141040F11, 2146053F01, 2146035F00, 2146040F11",JA-310S,"QP-3005,QP-3006",11698,
224813,simple,,"NI-207A, NI-207AY - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11699_img_1.jpg,,,,,,,,,0,VEHICLE,240 SX,1,1,MANUFACTURER,NISSAN,1,1,,1991,1994,"1-13/16X26-5/16
(46.6X668.6)","1276, 1441","2141053F00, 2141053F11",JA-310S,"QP-3005,QP-3006",11699,
224814,simple,,"NI-207B, NI-207BY - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11700_img_1.jpg,,,,,,,,,0,VEHICLE,240 SX,1,1,MANUFACTURER,NISSAN,1,1,,1989,1990,"1-13/16X26-5/16
(46.6X668.6)","45, 46, 1241",,JA-310S,"QP-3005,QP-3006",11700,
224815,simple,,NI-109B - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11719_img_1.jpg,,,,,,,,,0,VEHICLE,PRIMERA,1,1,MANUFACTURER,NISSAN,1,1,2,1990,1990,"1-13/16X26-5/16
(46.8X668.6)",,,JA-310S,QP-3001,11719,
224816,simple,,NI-112 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11737_img_1.jpg,,,,,,,,,0,VEHICLE,ALTIMA,1,1,MANUFACTURER,NISSAN,1,1,,1993,2001,"1-13/16X28-1/16
(46.8X713.3)","1573, 1594, 2150","214101E400,214101E450,214600Z000,214601E400,214601E450,214609E000,214609",JA-314,,11737,
224817,simple,,NI-112S - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11739_img_1.jpg,,,,,,,,,0,VEHICLE,BLUEBIRD,1,1,MANUFACTURER,NISSAN,1,1,1.8L,1991,1996,"1-3/8X28-1/16
(35X713.3)",,"214100E000,214101E000,214600E000,214600E200",,,11739,
224818,simple,,NI-112SA - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11740_img_1.jpg,,,,,,,,,0,VEHICLE,BLUEBIRD,1,1,MANUFACTURER,NISSAN,1,1,1.6L,1991,1996,"1-3/8X28-1/16
(35X713.3)",,"214100E700,214600E700",,,11740,
224819,simple,,NI-113 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11743_img_1.jpg,,,,,,,,,0,VEHICLE,240 SX,1,1,MANUFACTURER,NISSAN,1,1,,1995,1998,"1-13/16X26-5/16
(46.8X669)",1751,"2141070F00, 2146070F00",JA-310S,,11743,
224820,simple,,"NI-213, NI-213Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11744_img_1.jpg,,,,,,,,,0,VEHICLE,240 SX,1,1,MANUFACTURER,NISSAN,1,1,,1995,1998,"1-13/16X26-5/16
(46.8X669)",1751,"2141070F00, 2146070F00",JA-310S,QP-3006,11744,
224821,simple,,NI-215D - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11776_img_1.JPG,,,,,,,,,0,VEHICLE,NISSAN,1,1,MANUFACTURER,NISSAN,1,1,,,,1-13/16X28-1/16(46.8X712.8),,,JA-314,QP-3006,11776,
224822,simple,,NI-117 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11782_img_1.jpg,,,,,,,,,0,VEHICLE,VAN,1,1,MANUFACTURER,NISSAN,1,1,2.4L,1986,1989,"1-13/16X16-1/2
(46.6X418.5)","219, 220","21410G5401,2146017C00,2146017C60",HY-301S,,11782,
224823,simple,,"NI-217Y,NI-217Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11783_img_1.jpg,,,,,,,,,0,VEHICLE,VAN,1,1,MANUFACTURER,NISSAN,1,1,2.4L,1986,1989,"1-13/16X16-1/2
(46.6X418.5)","219,220","21410G5401,2146017C00,2146017C60",HY-301S,QP-3017,11783,
224824,simple,,NI-118 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11784_img_1.jpg,,,,,,,,,0,VEHICLE,VAN,1,1,MANUFACTURER,NISSAN,1,1,2.4L,1986,1989,"1-13/16X16-1/2
(46.6X418.5)",,,HY-301S,,11784,
224825,simple,,"NI-218,NI-218Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11785_img_1.jpg,,,,,,,,,0,VEHICLE,VAN,1,1,MANUFACTURER,NISSAN,1,1,2.4L,1986,1989,"1-13/16X16-1/2
(46.6X418.5)",,,HY-301S,QP-3017,11785,
224826,simple,,"NI-220,NI-220Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11800_img_1.jpg,,,,,,,,,0,VEHICLE,PRIMERA,1,1,MANUFACTURER,NISSAN,1,1,,1995,1995,"1-13/16X28-1/16
(46.8X712.8)",,"214603J100,214102J200,214103J100",JA-314,,11800,
224827,simple,,NI-122 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11813_img_1.jpg,,,,,,,,,0,VEHICLE,NISSAN,1,1,MANUFACTURER,NISSAN,1,1,,,,"1-15/16X21-1/2
(49X546.5)",,,NI-323,,11813,
224828,simple,,NI-222 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11814_img_1.jpg,,,,,,,,,0,VEHICLE,NISSAN,1,1,MANUFACTURER,NISSAN,1,1,,,,"1-15/16X21-1/2
(49X546.5)",,,NI-323,,11814,
224829,simple,,NI-123 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11816_img_1.jpg,,,,,,,,,0,VEHICLE,E20,1,1,MANUFACTURER,NISSAN,1,1,,1988,1988,"1-15/16X21-1/2
(49X546.5)",,,NI-323,,11816,
224830,simple,,NI-223 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11817_img_1.jpg,,,,,,,,,0,VEHICLE,E20,1,1,MANUFACTURER,NISSAN,1,1,,1988,1988,"1-15/16X21-1/2
(49X546.5)",,,NI-323,,11817,
224831,simple,,NI-124 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11818_img_1.jpg,,,,,,,,,0,VEHICLE,PRIMERA,1,1,MANUFACTURER,NISSAN,1,1,1.8,1995,1998,"1-13/16X28-1/16
(46.8X712.8)",,"214603J100,214602J200",JA-314,,11818,
224832,simple,,NI-124A - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11819_img_1.jpg,,,,,,,,,0,VEHICLE,PRIMERA,1,1,MANUFACTURER,NISSAN,1,1,1.8,1995,1998,"1-13/16X28-1/16
(46.8X712.8)",,,JA-314,,11819,
224833,simple,,"NI-224,NI-224Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11820_img_1.jpg,,,,,,,,,0,VEHICLE,PRIMERA,1,1,MANUFACTURER,NISSAN,1,1,1.8,1995,1998,"1-13/16X28-1/16
(46.8X712.8)",,"214603J100,214602J200",JA-314,,11820,
224834,simple,,NI-126 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11825_img_1.jpg,,,,,,,,,0,VEHICLE,SENTRA,1,1,MANUFACTURER,NISSAN,1,1,,2000,2003,"1-13/16X28-1/16
(46.6X712.3)",2469,,JA-314,,11825,
224835,simple,,NI-126A - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/11826_img_1.jpg,,,,,,,,,0,VEHICLE,SENTRA,1,1,MANUFACTURER,NISSAN,1,1,2,2000,2003,"1-13/16X28-1/16
(46.6X712.3)",2469,"214104Z700,21464Z700",JA-314,,11826,
